Name,Platform,Year_of_Release,Genre,NA_players,EU_players,JP_players,Other_players,Critic_Score,User_Score,Rating
Root Letter,PSV,2016-01-01,Adventure,0,0.03,0.01,0.01,78,7.8,M
Resident Evil 6,XOne,2016-01-01,Shooter,0.04,0,0,0,63,6.3,M
Hitman (2016),PS4,2016-01-01,Action,0,0.04,0,0.01,nan,,
Sébastien Loeb Rally Evo,PS4,2016-01-01,Racing,0,0.04,0,0.01,71,8.1,E
Life is Strange,PC,2016-01-01,Adventure,0.01,0.04,0,0,83,8.6,M
Kamen Rider: Battride War Genesis,PS3,2016-01-01,Action,0,0,0.04,0,nan,,
Battlezone,PS4,2016-01-01,Action,0.02,0.02,0,0.01,66,7,T
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016-01-01,Misc,0,0,0.04,0,nan,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016-01-01,Action,0.03,0.01,0,0,55,6,T
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016-01-01,Action,0,0,0.04,0,nan,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016-01-01,Action,0.01,0.03,0,0,nan,4.3,T
Star Ocean 5: Integrity and Faithlessness,PS3,2016-01-01,Role-Playing,0,0,0.04,0,nan,,
Bullet Girls 2,PSV,2016-01-01,Action,0,0,0.04,0,nan,,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016-01-01,Misc,0,0,0.04,0,nan,,
Rugby Challenge 3,PS4,2016-01-01,Sports,0,0.04,0,0.01,64,6.8,E
Stellaris,PC,2016-01-01,Strategy,0,0.04,0,0,78,8,
Call of Duty: Modern Warfare Trilogy,X360,2016-01-01,Shooter,0.02,0.02,0,0,nan,tbd,M
Psycho-Pass: Mandatory Happiness,PS4,2016-01-01,Adventure,0.03,0,0,0.01,72,8.3,T
 Haikyu!! Cross Team Match!,3DS,2016-01-01,Adventure,0,0,0.04,0,nan,,
Dead Rising,PS4,2016-01-01,Action,0.02,0,0.01,0.01,78,6.6,M
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016-01-01,Misc,0,0,0.04,0,nan,,
Berserk and the Band of the Hawk,PS4,2016-01-01,Action,0,0,0.04,0,nan,,
Metal Gear Solid V: The Definitive Experience,PS4,2016-01-01,Action,0.01,0.02,0.01,0,nan,7.8,M
NASCAR Heat Evolution,XOne,2016-01-01,Racing,0.03,0,0,0,nan,1.6,E
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016-01-01,Misc,0,0,0.04,0,nan,,
Transport Fever,PC,2016-01-01,Simulation,0,0.03,0,0,70,7,
Homefront: The Revolution,PC,2016-01-01,Shooter,0.01,0.02,0,0,54,3.5,M
Just Dance 2017,XOne,2016-01-01,Misc,0.03,0,0,0,75,8,E10+
Just Dance 2017,X360,2016-01-01,Misc,0.02,0.02,0,0,nan,tbd,E10+
Pro Evolution Soccer 2017,X360,2016-01-01,Sports,0.01,0.02,0,0,nan,6.5,E
Warhammer: The End Times - Vermintide,PS4,2016-01-01,Action,0.01,0.02,0,0.01,nan,,
Macross ? Scramble,PSV,2016-01-01,Action,0,0,0.04,0,nan,,
My Hero Academia: Battle for All,3DS,2016-01-01,Action,0,0,0.04,0,nan,,
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016-01-01,Action,0,0,0.03,0,nan,,
Dead or Alive Xtreme 3: Venus,PSV,2016-01-01,Sports,0,0,0.03,0,nan,,
Pro Cycling Manager 2016,PC,2016-01-01,Sports,0,0.03,0,0,64,4.8,
PriPara Mezameyo! Megami no Dress Design,3DS,2016-01-01,Action,0,0,0.03,0,nan,,
Sengoku Basara: Sanada Yukimura-Den,PS4,2016-01-01,Action,0,0,0.03,0,nan,,
Need for Speed (2015),PC,2016-01-01,Racing,0,0.03,0,0,nan,,
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016-01-01,Fighting,0,0,0.03,0,nan,,
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016-01-01,Shooter,0.03,0,0,0.01,77,6.9,M
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016-01-01,Role-Playing,0,0,0.03,0,nan,,
Just Dance 2017,PS4,2016-01-01,Misc,0.02,0,0,0.01,73,tbd,E10+
F1 2016 (Codemasters),PC,2016-01-01,Racing,0,0.03,0,0,nan,,
Deus Ex: Mankind Divided,PC,2016-01-01,Role-Playing,0,0.03,0,0,83,6.1,M
3DS Classic Collection,3DS,2016-01-01,Misc,0.03,0,0,0,nan,,
Batman: A Telltale Game Series,X360,2016-01-01,Adventure,0.01,0.02,0,0,nan,,
Summon Night 6: Lost Borders,PS4,2016-01-01,Action,0,0,0.03,0,nan,,
Song of the Deep,PC,2016-01-01,Action,0.03,0,0,0,73,6.3,E
Tokyo Xanadu eX+,PS4,2016-01-01,Role-Playing,0,0,0.03,0,nan,,
DiRT Rally,PC,2016-01-01,Racing,0,0.03,0,0,86,8.7,E
Prison Architect,PS4,2016-01-01,Action,0.01,0.01,0,0.01,80,8,M
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016-01-01,Role-Playing,0,0,0.03,0,nan,,T
Ao no Kanata no Four Rhythm,PSV,2016-01-01,Adventure,0,0,0.03,0,nan,,
Worms: WMD,PS4,2016-01-01,Action,0.01,0.02,0,0,78,7.6,E10+
Terraria,WiiU,2016-01-01,Action,0,0.03,0,0,nan,6.9,T
Valentino Rossi: The Game,XOne,2016-01-01,Racing,0.01,0.02,0,0,74,8.1,E
Darius Burst: Chronicle Saviours,PSV,2016-01-01,Action,0,0,0.03,0,nan,,
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016-01-01,Role-Playing,0,0,0.03,0,nan,,
Batman: A Telltale Game Series,XOne,2016-01-01,Adventure,0.02,0.01,0,0,nan,4.3,M
Samurai Warriors: Sanada Maru,PS4,2016-01-01,Action,0,0,0.03,0,nan,,
Genkai Tokki: Seven Pirates,PSV,2016-01-01,Role-Playing,0,0,0.03,0,nan,,
Mighty No. 9,WiiU,2016-01-01,Platform,0.02,0.01,0,0,48,4.6,E10+
Kenka Bancho Otome,PSV,2016-01-01,Action,0,0,0.03,0,nan,,
Superdimension Neptune vs Sega Hard Girls,PSV,2016-01-01,Role-Playing,0,0.02,0,0.01,73,8.4,T
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,2016-01-01,Adventure,0,0,0.03,0,nan,,
Bus Simulator 16,PC,2016-01-01,Simulation,0,0.03,0,0,46,6.1,
Diabolik Lovers: Lunatic Parade,PSV,2016-01-01,Adventure,0,0,0.03,0,nan,,
Loading Human,PS4,2016-01-01,Adventure,0.01,0.01,0,0,nan,,
Kangokutou Mary Skelter,PSV,2016-01-01,Role-Playing,0,0,0.03,0,nan,,
Yuusha Shisu.,PSV,2016-01-01,Role-Playing,0,0,0.03,0,nan,,
Sengoku Basara: Sanada Yukimura-Den,PS3,2016-01-01,Action,0,0,0.03,0,nan,,
Dead Rising 2,PS4,2016-01-01,Action,0.01,0,0.01,0,82,6.6,M
Rugby Challenge 3,PS3,2016-01-01,Sports,0,0.02,0,0,nan,tbd,
The Technomancer,XOne,2016-01-01,Role-Playing,0.01,0.01,0,0,68,7.4,M
Resident Evil 5 HD,PS4,2016-01-01,Action,0.02,0,0,0.01,nan,,
Aegis of Earth: Protonovus Assault,PSV,2016-01-01,Action,0.01,0.01,0,0.01,nan,8.3,T
Teddy Together,3DS,2016-01-01,Simulation,0,0.02,0,0,nan,tbd,
One Piece: Daikaizoku Coliseum,3DS,2016-01-01,Fighting,0,0,0.03,0,nan,,
Aegis of Earth: Protonovus Assault,PS4,2016-01-01,Action,0.02,0,0,0,57,7.8,T
Sengoku Otome: Legend Battle,PSV,2016-01-01,Action,0,0,0.03,0,nan,,
Harvest Moon: Skytree Village,3DS,2016-01-01,Simulation,0.02,0,0,0,nan,7.4,E
Agatha Christie's The ABC Murders,PS4,2016-01-01,Adventure,0.01,0.01,0,0,67,6.2,T
Atari Flashback Classics: Volume 1,PS4,2016-01-01,Misc,0.02,0,0,0,nan,tbd,E
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016-01-01,Misc,0,0,0.03,0,nan,,
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016-01-01,Shooter,0.02,0,0,0,70,tbd,M
 Beyblade Burst,3DS,2016-01-01,Role-Playing,0,0,0.03,0,nan,,
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016-01-01,Role-Playing,0,0,0.02,0,nan,,
Assault Suit Leynos,PS4,2016-01-01,Shooter,0.02,0,0,0,67,tbd,E10+
Reco Love: Blue Ocean,PSV,2016-01-01,Adventure,0,0,0.02,0,nan,,
Atari Flashback Classics: Volume 2,PS4,2016-01-01,Misc,0.02,0,0,0,nan,tbd,E
La Corda d'Oro 4,PSV,2016-01-01,Action,0,0,0.02,0,nan,,
Here They Lie,PS4,2016-01-01,Adventure,0,0.02,0,0,62,6.5,M
Aegis of Earth: Protonovus Assault,PS3,2016-01-01,Action,0.01,0.01,0,0,nan,tbd,T
Rugby Challenge 3,X360,2016-01-01,Sports,0,0.02,0,0,nan,tbd,E
Toukiden 2,PS3,2016-01-01,Action,0,0,0.02,0,nan,,
Resident Evil: Umbrella Corps,PS4,2016-01-01,Action,0,0,0.02,0,nan,,
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016-01-01,Adventure,0,0,0.02,0,nan,,
Anima - Gate of Memories,PS4,2016-01-01,Action,0,0.02,0,0,52,7.9,T
Utawarerumono: Futari no Hakuoro,PS3,2016-01-01,Misc,0,0,0.02,0,nan,,
Psycho-Pass: Mandatory Happiness,PSV,2016-01-01,Adventure,0,0.01,0.01,0,64,7.3,T
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016-01-01,Role-Playing,0,0,0.02,0,nan,,
Dino Dini's Kick Off Revival,PS4,2016-01-01,Sports,0,0.02,0,0,31,4.5,
Black Rose Valkyrie,PS4,2016-01-01,Role-Playing,0,0,0.02,0,nan,,
Call of Duty: Modern Warfare Trilogy,PS3,2016-01-01,Shooter,0.01,0.01,0,0,nan,7,M
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016-01-01,Adventure,0,0,0.02,0,nan,,
Rose to Tasogare no Kojou,PSV,2016-01-01,Action,0,0,0.02,0,nan,,
Touhou Genso Rondo: Bullet Ballet,PS4,2016-01-01,Shooter,0.02,0,0,0,55,4.7,E10+
Atari Flashback Classics: Volume 1,XOne,2016-01-01,Misc,0.02,0,0,0,nan,tbd,E
Resident Evil Zero,PC,2016-01-01,Action,0.01,0.01,0,0,nan,,
Paragon,PS4,2016-01-01,Action,0.02,0,0,0,nan,6.1,
Atari Flashback Classics: Volume 2,XOne,2016-01-01,Misc,0.02,0,0,0,nan,tbd,E
Hakuoki: Shinkai - Hana no Shou,PSV,2016-01-01,Adventure,0,0,0.02,0,nan,,
Pro Evolution Soccer 2017,PC,2016-01-01,Sports,0,0.02,0,0,69,3.7,E
Carmageddon: Max Damage,XOne,2016-01-01,Action,0.01,0.01,0,0,52,7.1,M
Resident Evil 4 HD,XOne,2016-01-01,Shooter,0.02,0,0,0,nan,,
RollerCoaster Tycoon World,PC,2016-01-01,Simulation,0,0.02,0,0,43,2.4,E
Arslan: The Warriors of Legend,XOne,2016-01-01,Action,0.01,0,0,0,nan,5.8,T
Darksiders: Warmastered Edition,PS4,2016-01-01,Action,0.02,0,0,0,79,8.5,M
Agatha Christie: The ABC Murders,PC,2016-01-01,Adventure,0,0.02,0,0,66,8.5,
Resident Evil 5 HD,XOne,2016-01-01,Action,0.02,0,0,0,nan,,
Mighty No. 9,XOne,2016-01-01,Platform,0.02,0,0,0,55,4.2,E10+
Winning Post 8 2016,PS4,2016-01-01,Simulation,0,0,0.02,0,nan,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016-01-01,Misc,0,0,0.02,0,nan,,
Coven and Labyrinth of Refrain,PSV,2016-01-01,Action,0,0,0.02,0,nan,,
Uppers,PSV,2016-01-01,Action,0,0,0.02,0,nan,,
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016-01-01,Adventure,0,0,0.02,0,nan,,
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016-01-01,Adventure,0,0,0.02,0,nan,,
Prototype: Biohazard Bundle,PS4,2016-01-01,Action,0.01,0,0,0,48,2,M
Revolution: 25th Anniversary Collection,PC,2016-01-01,Adventure,0,0.02,0,0,nan,tbd,
Taishou Moebius Line Vitable,PSV,2016-01-01,Adventure,0,0,0.02,0,nan,,
This War of Mine,PS4,2016-01-01,Action,0,0.01,0,0,nan,,
Koihime Enbu,PS4,2016-01-01,Fighting,0,0,0.02,0,nan,,
Dynasty Warriors: Eiketsuden,PS4,2016-01-01,Action,0,0,0.02,0,nan,,
MuvLuv Double Pack,PSV,2016-01-01,Adventure,0,0,0.02,0,nan,,
Mark McMorris Infinite Air,PS4,2016-01-01,Sports,0.01,0,0,0,49,6,T
Shin Hayarigami 2,PSV,2016-01-01,Adventure,0,0,0.02,0,nan,,
Rocksmith 2014 Edition Remastered,PS4,2016-01-01,Misc,0.01,0,0,0,nan,7.8,T
Storm Lover 2nd V,PSV,2016-01-01,Adventure,0,0,0.02,0,nan,,
Collar x Malice,PSV,2016-01-01,Action,0,0,0.02,0,nan,,
New Interpretation Stranger of Sword City,PSV,2016-01-01,Role-Playing,0,0,0.02,0,nan,,
Dragon's Dogma Online: Season 2,PS4,2016-01-01,Action,0,0,0.02,0,nan,,
Wand of Fortune R,PSV,2016-01-01,Adventure,0,0,0.02,0,nan,,
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016-01-01,Action,0,0,0.02,0,nan,,
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016-01-01,Misc,0,0,0.02,0,nan,,
Berserk and the Band of the Hawk,PSV,2016-01-01,Action,0,0,0.02,0,nan,,
Dead Rising 2,XOne,2016-01-01,Action,0.01,0,0,0,nan,tbd,M
Mark McMorris Infinite Air,XOne,2016-01-01,Sports,0.01,0,0,0,nan,7.1,T
Quantum Break,PC,2016-01-01,Action,0,0.01,0,0,66,4.3,M
Pac-Man Championship Edition 2 + Arcade Game Series,XOne,2016-01-01,Action,0.01,0,0,0,nan,,
Assetto Corsa,XOne,2016-01-01,Racing,0,0.01,0,0,63,6.7,E
King's Quest: The Complete Collection,PS4,2016-01-01,Adventure,0.01,0,0,0,nan,tbd,E10+
Period Cube: Torikago no Amadeus,PSV,2016-01-01,Action,0,0,0.01,0,nan,,
Valentino Rossi: The Game,PC,2016-01-01,Racing,0,0.01,0,0,72,6.2,E
Republique,PS4,2016-01-01,Action,0,0.01,0.01,0,72,5.8,M
NBA 2K17,PC,2016-01-01,Sports,0,0.01,0,0,90,6.3,E
Super Stardust Ultra VR,PS4,2016-01-01,Shooter,0,0.01,0,0,66,6.2,E10+
Total War Attila: Tyrants & Kings,PC,2016-01-01,Strategy,0,0.01,0,0,nan,,
Dead Rising,XOne,2016-01-01,Action,0.01,0,0,0,nan,8.8,M
Azure Striker Gunvolt,3DS,2016-01-01,Action,0.01,0,0,0,77,8.4,E10+
Shitsuji ga Aruji o Erabu Toki,PSV,2016-01-01,Adventure,0,0,0.01,0,nan,,
Rocksmith 2014 Edition Remastered,XOne,2016-01-01,Misc,0.01,0,0,0,nan,tbd,T
Darksiders: Warmastered Edition,XOne,2016-01-01,Action,0.01,0,0,0,80,7.9,M
The Technomancer,PC,2016-01-01,Role-Playing,0,0.01,0,0,56,6.8,M
Fernbus Simulator,PC,2016-01-01,Simulation,0,0.01,0,0,nan,tbd,
Azure Striker Gunvolt: Striker Pack,3DS,2016-01-01,Action,0,0,0.01,0,nan,tbd,T
Worms: WMD,XOne,2016-01-01,Action,0.01,0,0,0,75,8.1,E10+
The Book of Unwritten Tales 2,WiiU,2016-01-01,Adventure,0,0.01,0,0,nan,tbd,T
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016-01-01,Adventure,0,0,0.01,0,nan,,
Sherlock Holmes: The Devil's Daughter,PC,2016-01-01,Adventure,0,0.01,0,0,65,7.3,T
Prototype: Biohazard Bundle,XOne,2016-01-01,Action,0.01,0,0,0,56,3.1,M
Agatha Christie's The ABC Murders,XOne,2016-01-01,Adventure,0.01,0,0,0,66,7.5,
Samurai Warriors: Sanada Maru,PSV,2016-01-01,Action,0,0,0.01,0,nan,,
MXGP 2,PC,2016-01-01,Racing,0,0.01,0,0,nan,,
Dance with Devils,PSV,2016-01-01,Action,0,0,0.01,0,nan,,
Battle Worlds: Kronos,PC,2016-01-01,Strategy,0,0.01,0,0,71,7.1,
Lumo,PSV,2016-01-01,Puzzle,0,0.01,0,0,nan,tbd,E10+
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016-01-01,Action,0,0,0.01,0,nan,,
Crows: Burning Edge,PS4,2016-01-01,Action,0,0,0.01,0,nan,,
Goat Simulator,XOne,2016-01-01,Simulation,0,0.01,0,0,53,6.3,T
Dynasty Warriors: Eiketsuden,PSV,2016-01-01,Action,0,0,0.01,0,nan,,
Cities: Skylines Snowfall,PC,2016-01-01,Simulation,0,0.01,0,0,72,7.1,
R.B.I. Baseball 2016,PS4,2016-01-01,Sports,0.01,0,0,0,nan,,
Kamigami no Asobi InFinite,PSV,2016-01-01,Adventure,0,0,0.01,0,nan,,
TrackMania Turbo,PC,2016-01-01,Action,0,0.01,0,0,79,6.8,E
Cartoon Network Battle Crashers,3DS,2016-01-01,Action,0.01,0,0,0,nan,tbd,E10+
Super Dungeon Bros,PS4,2016-01-01,Action,0.01,0,0,0,42,2.3,E10+
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016-01-01,Action,0,0,0.01,0,nan,,
Sherlock Holmes: The Devil's Daughter,PS4,2016-01-01,Adventure,0.01,0,0,0,70,6.8,T
Root Letter,PS4,2016-01-01,Adventure,0,0,0.01,0,69,7.5,
River City Ransom SP,3DS,2016-01-01,Action,0,0,0.01,0,nan,,
Shin Hayarigami 2,PS4,2016-01-01,Adventure,0,0,0.01,0,nan,,
Ride 2,XOne,2016-01-01,Racing,0,0.01,0,0,nan,8.2,E
Ride 2,PC,2016-01-01,Racing,0,0.01,0,0,78,7.9,E
Dungeons 2,PS4,2016-01-01,Role-Playing,0.01,0,0,0,61,7.9,T
Carmageddon: Max Damage,PS4,2016-01-01,Action,0.01,0,0,0,51,5.5,M
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,2016-01-01,Adventure,0,0,0.01,0,nan,,
Assassin's Creed Chronicles,XOne,2016-01-01,Action,0,0.01,0,0,nan,6.8,T
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016-01-01,Action,0,0.01,0,0,nan,,
Taishou x Alice: All in One,PSV,2016-01-01,Adventure,0,0,0.01,0,nan,,
Farming 2017 - The Simulation,PS4,2016-01-01,Simulation,0,0.01,0,0,nan,,
Hitman (2016),XOne,2016-01-01,Action,0,0.01,0,0,nan,,
Codename: Panzers Complete Collection,PC,2016-01-01,Strategy,0,0.01,0,0,nan,,
Norn + Nonette: Act Tune,PSV,2016-01-01,Action,0,0,0.01,0,nan,,
Sébastien Loeb Rally Evo,XOne,2016-01-01,Racing,0,0.01,0,0,63,8.2,E
Rugby Challenge 3,XOne,2016-01-01,Sports,0,0.01,0,0,nan,6.6,E
Eve: Burst Error R,PSV,2016-01-01,Action,0,0,0.01,0,nan,,
ZombiU,XOne,2016-01-01,Action,0,0.01,0,0,nan,,
Fast Racing Neo ,WiiU,2016-01-01,Action,0,0.01,0,0,81,8.5,E
Prison Architect,XOne,2016-01-01,Action,0.01,0,0,0,74,6.7,
Metal Gear Solid V: The Definitive Experience,XOne,2016-01-01,Action,0.01,0,0,0,nan,tbd,M
Aikatsu Stars! My Special Appeal,3DS,2016-01-01,Action,0,0,0.01,0,nan,,
Kyoukai no Shirayuki,PSV,2016-01-01,Action,0,0,0.01,0,nan,,
7'scarlet,PSV,2016-01-01,Adventure,0,0,0.01,0,nan,,
Dynasty Warriors: Eiketsuden,PS3,2016-01-01,Action,0,0,0.01,0,nan,,
The Longest 5 Minutes,PSV,2016-01-01,Action,0,0,0.01,0,nan,,
Strawberry Nauts,PSV,2016-01-01,Adventure,0,0,0.01,0,nan,,
Samurai Warriors: Sanada Maru,PS3,2016-01-01,Action,0,0,0.01,0,nan,,
Haitaka no Psychedelica,PSV,2016-01-01,Adventure,0,0,0.01,0,nan,,
Winning Post 8 2016,PSV,2016-01-01,Simulation,0,0,0.01,0,nan,,
Call of Duty: Black Ops 3,PS4,2015-01-01,Shooter,6.03,5.86,0.36,2.38,nan,,
FIFA 16,PS4,2015-01-01,Sports,1.12,6.12,0.06,1.28,82,4.3,E
Star Wars Battlefront (2015),PS4,2015-01-01,Shooter,2.99,3.49,0.22,1.28,nan,,
Call of Duty: Black Ops 3,XOne,2015-01-01,Shooter,4.59,2.11,0.01,0.68,nan,,
Fallout 4,PS4,2015-01-01,Role-Playing,2.53,3.27,0.24,1.13,87,6.5,M
Uncharted: The Nathan Drake Collection,PS4,2015-01-01,Action,2.07,1.71,0.08,0.76,86,8.1,T
Halo 5: Guardians,XOne,2015-01-01,Shooter,2.78,1.27,0.03,0.41,84,6.4,T
Splatoon,WiiU,2015-01-01,Shooter,1.54,1.18,1.46,0.26,81,8.5,E10+
Fallout 4,XOne,2015-01-01,Role-Playing,2.51,1.32,0.01,0.38,88,6.2,M
The Witcher 3: Wild Hunt,PS4,2015-01-01,Role-Playing,1.02,2.13,0.23,0.59,92,9.2,M
Batman: Arkham Knight,PS4,2015-01-01,Action,1.53,1.69,0.1,0.64,87,7.6,M
NBA 2K16,PS4,2015-01-01,Sports,2.49,0.66,0.03,0.69,87,6.7,E10+
Star Wars Battlefront (2015),XOne,2015-01-01,Shooter,2.04,1.28,0.02,0.32,nan,,
Metal Gear Solid V: The Phantom Pain,PS4,2015-01-01,Action,1.09,1.36,0.49,0.48,93,8.2,M
Assassin's Creed Syndicate,PS4,2015-01-01,Action,0.81,1.99,0.07,0.52,76,6.8,M
Monster Hunter X,3DS,2015-01-01,Action,0.27,0.21,2.79,0.05,nan,,
Gears of War: Ultimate Edition,XOne,2015-01-01,Shooter,2.61,0.33,0,0.34,82,7.5,M
FIFA 16,XOne,2015-01-01,Sports,0.89,2.12,0,0.24,84,4.4,E
Madden NFL 16,PS4,2015-01-01,Sports,2.34,0.3,0,0.6,83,5.9,E
Super Mario Maker,WiiU,2015-01-01,Platform,1.18,0.89,0.94,0.2,88,8.7,E
Animal Crossing: Happy Home Designer,3DS,2015-01-01,Simulation,0.51,1.02,1.4,0.12,66,6.9,E
Mortal Kombat X,PS4,2015-01-01,Fighting,1.5,0.8,0,0.48,83,7.7,M
FIFA 16,PS3,2015-01-01,Sports,0.41,1.84,0.05,0.4,nan,3.2,E
Bloodborne,PS4,2015-01-01,Action,1.03,0.81,0.26,0.38,92,8.6,M
Need for Speed (2015),PS4,2015-01-01,Racing,0.5,1.5,0.05,0.37,nan,,
Madden NFL 16,XOne,2015-01-01,Sports,2.08,0.08,0,0.26,84,6.1,E
The Legend of Zelda: Majora's Mask 3D,3DS,2015-01-01,Action,1.15,0.55,0.47,0.17,89,9,E10+
NBA 2K16,XOne,2015-01-01,Sports,1.95,0.15,0,0.24,86,6.2,E10+
Yokai Watch Busters,3DS,2015-01-01,Action,0,0,2.29,0,nan,,
Tom Clancy's Rainbow Six: Siege,PS4,2015-01-01,Shooter,0.55,1.19,0.14,0.33,73,7.3,M
Battlefield: Hardline,PS4,2015-01-01,Shooter,0.71,0.94,0.14,0.32,73,5,M
Dying Light,PS4,2015-01-01,Action,0.96,0.67,0.12,0.34,74,7.9,M
Destiny: The Taken King,PS4,2015-01-01,Shooter,0.78,0.79,0.04,0.31,86,6,T
Just Cause 3,PS4,2015-01-01,Action,0.47,1.03,0.07,0.28,73,6.5,M
Forza Motorsport 6,XOne,2015-01-01,Racing,0.73,0.9,0.03,0.14,87,7.9,E
The Elder Scrolls Online,PS4,2015-01-01,Role-Playing,0.67,0.79,0,0.29,nan,,
The Order: 1886,PS4,2015-01-01,Shooter,0.61,0.78,0.06,0.27,63,6.6,M
Call of Duty: Black Ops 3,X360,2015-01-01,Shooter,1.14,0.4,0,0.16,nan,,
Call of Duty: Black Ops 3,PS3,2015-01-01,Shooter,0.49,0.87,0.07,0.26,nan,,
 Fire Emblem Fates,3DS,2015-01-01,Role-Playing,0.81,0.23,0.52,0.11,nan,,
Until Dawn,PS4,2015-01-01,Adventure,0.45,0.9,0.05,0.26,79,8.2,M
Mario Party 10,WiiU,2015-01-01,Misc,0.69,0.53,0.24,0.12,66,6.5,E
FIFA 16,X360,2015-01-01,Sports,0.57,0.88,0,0.12,nan,2.9,E
Batman: Arkham Knight,XOne,2015-01-01,Action,0.88,0.47,0,0.14,85,6.6,M
Mortal Kombat X,XOne,2015-01-01,Fighting,1.03,0.21,0,0.14,86,7.3,M
Rise of the Tomb Raider,XOne,2015-01-01,Adventure,0.55,0.7,0.02,0.11,86,8,M
Tom Clancy's Rainbow Six: Siege,XOne,2015-01-01,Shooter,0.77,0.45,0,0.12,74,6.9,M
The Witcher 3: Wild Hunt,XOne,2015-01-01,Role-Playing,0.69,0.5,0,0.11,91,9.2,M
Yoshi's Woolly World,WiiU,2015-01-01,Platform,0.62,0.47,0.11,0.1,78,8.5,E
Assassin's Creed Syndicate,XOne,2015-01-01,Action,0.62,0.56,0,0.11,78,6.1,M
Dying Light,XOne,2015-01-01,Action,0.86,0.3,0.01,0.12,74,7.8,M
Fallout 4,PC,2015-01-01,Role-Playing,0.51,0.67,0,0.1,84,5.4,M
The Elder Scrolls Online,XOne,2015-01-01,Role-Playing,0.78,0.38,0,0.12,77,8.4,M
Pokemon Super Mystery Dungeon,3DS,2015-01-01,Role-Playing,0.48,0.35,0.34,0.08,69,8.8,E
WWE 2K16,PS4,2015-01-01,Sports,0.41,0.6,0,0.2,73,7.4,T
Battlefield: Hardline,XOne,2015-01-01,Shooter,0.72,0.37,0.01,0.11,71,5.1,M
Destiny: The Taken King,XOne,2015-01-01,Shooter,0.85,0.23,0,0.12,89,5.2,T
Mad Max (2015),PS4,2015-01-01,Action,0.36,0.59,0.04,0.18,nan,,
Grand Theft Auto V,PC,2015-01-01,Action,0.39,0.69,0,0.09,96,7.9,M
The Legend of Zelda: Tri Force Heroes,3DS,2015-01-01,Action,0.53,0.33,0.17,0.08,73,7.6,E
Dragon Ball: XenoVerse,PS4,2015-01-01,Fighting,0.3,0.52,0.12,0.16,69,7.7,T
Project CARS,PS4,2015-01-01,Racing,0.2,0.7,0.02,0.16,83,6.6,E
Final Fantasy Type-0,PS4,2015-01-01,Role-Playing,0.37,0.32,0.15,0.14,nan,,
Madden NFL 16,X360,2015-01-01,Sports,0.85,0.02,0,0.1,nan,5.1,E
Evolve,PS4,2015-01-01,Shooter,0.36,0.41,0.05,0.15,76,4.3,M
Just Dance 2016,Wii,2015-01-01,Misc,0.41,0.46,0,0.08,nan,tbd,E10+
NBA 2K16,X360,2015-01-01,Sports,0.79,0.05,0,0.1,nan,3.2,E
MLB 15: The Show,PS4,2015-01-01,Sports,0.68,0.08,0,0.17,80,7.8,E
Just Cause 3,XOne,2015-01-01,Action,0.44,0.39,0,0.08,71,7,M
LEGO Jurassic World,PS4,2015-01-01,Action,0.32,0.42,0.02,0.14,70,7,E10+
Minecraft: Story Mode,X360,2015-01-01,Adventure,0.48,0.33,0,0.08,nan,,
